timestamps	CRIX
09.07.2018	20111.70291
10.07.2018	19712.33827
11.07.2018	18513.14303
12.07.2018	18798.72259
13.07.2018	18278.50638
14.07.2018	18453.04859
15.07.2018	18489.57333
16.07.2018	18938.15797
17.07.2018	20293.19577
18.07.2018	21602.36098
19.07.2018	21362.00122
20.07.2018	21373.8021
21.07.2018	20596.57879
22.07.2018	20934.1194
23.07.2018	20890.96163
24.07.2018	21237.08262
25.07.2018	22831.83629
26.07.2018	22322.25324
27.07.2018	21774.81724
28.07.2018	22222.07994
29.07.2018	22284.0277
30.07.2018	22294.20274
31.07.2018	22028.87432
01.08.2018	20869.60012
02.08.2018	20549.67333
03.08.2018	20165.15865
04.08.2018	20085.63202
05.08.2018	19189.28253
06.08.2018	19356.84451
07.08.2018	19023.26395
08.08.2018	18144.30801
09.08.2018	16714.54837
10.08.2018	17390.08309
11.08.2018	16289.25141
12.08.2018	16038.80728
13.08.2018	16251.41589
14.08.2018	15653.08681
15.08.2018	15362.86834
16.08.2018	15524.88732
17.08.2018	15697.19747
18.08.2018	16967.81322
19.08.2018	16163.36842
20.08.2018	16490.42022
21.08.2018	15590.52386
22.08.2018	16155.20331
23.08.2018	15694.29401
24.08.2018	16149.06637
25.08.2018	16487.33695
26.08.2018	16548.53651
27.08.2018	16396.71376
28.08.2018	17061.22576
29.08.2018	17667.36745
30.08.2018	17460.66265
31.08.2018	17305.06928
01.09.2018	17365.23616
02.09.2018	18033.71848
03.09.2018	18148.82
04.09.2018	17966.99808
05.09.2018	18108.51437
06.09.2018	16071.19151
07.09.2018	15703.78812
08.09.2018	15310.5933
09.09.2018	14633.34072
10.09.2018	14813.7792
11.09.2018	14811.99627
12.09.2018	14590.48596
13.09.2018	14640.07858
14.09.2018	15344.5202
15.09.2018	15305.56352
16.09.2018	15492.95958
17.09.2018	15424.56382
18.09.2018	14609.68244
19.09.2018	15159.08314
20.09.2018	15220.42365
21.09.2018	16144.94289
22.09.2018	17374.73891
23.09.2018	17260.44804
24.09.2018	17339.02752
25.09.2018	16555.7978
26.09.2018	16294.42558
27.09.2018	16336.60608
28.09.2018	17113.91757
29.09.2018	16870.58894
30.09.2018	17014.01727
01.10.2018	17078.00422
02.10.2018	17021.94979
03.10.2018	16602.03577
04.10.2018	16517.41659
05.10.2018	16666.46013
06.10.2018	16790.72163
07.10.2018	16569.25475
08.10.2018	16598.97089
09.10.2018	16827.4432
10.10.2018	16705.30468
11.10.2018	16525.9355
12.10.2018	15050.19052
13.10.2018	15355.43717
14.10.2018	15470.59004
15.10.2018	15342.49212
16.10.2018	16276.02719
17.10.2018	16328.89946
18.10.2018	16341.44968
19.10.2018	15988.94526
20.10.2018	15931.05862
21.10.2018	16076.34793
22.10.2018	16053.00353
23.10.2018	15994.74901
24.10.2018	15882.57172
25.10.2018	15896.50079
26.10.2018	15860.77897
27.10.2018	15883.98635
28.10.2018	15820.11374
29.10.2018	15910.01881
30.10.2018	15336.0317
31.10.2018	15461.70751
01.11.2018	15574.38297
02.11.2018	15641.64182
03.11.2018	15641.64182
04.11.2018	15761.36497
05.11.2018	15935.27961
06.11.2018	16197.19771
07.11.2018	16751.1112
08.11.2018	16788.87427
09.11.2018	16405.77035
10.11.2018	16203.74618
11.11.2018	16240.42649
12.11.2018	16237.48902
13.11.2018	16213.38144
14.11.2018	16074.78232
15.11.2018	14504.2448
16.11.2018	14332.57452
17.11.2018	14027.91541
18.11.2018	14088.18689
19.11.2018	14136.47307
20.11.2018	13407.03227
21.11.2018	11028.63065
22.11.2018	11580.68346
23.11.2018	10842.0089
24.11.2018	10792.11731
25.11.2018	9682.293882
26.11.2018	9962.750187
27.11.2018	9460.132623
28.11.2018	9473.017754
29.11.2018	10463.50468
30.11.2018	10350.59819
01.12.2018	10350.59819
02.12.2018	10190.15365
03.12.2018	10003.56528
04.12.2018	9417.657124
05.12.2018	9513.722081
06.12.2018	9027.140252
07.12.2018	8211.87305
08.12.2018	8119.73085
09.12.2018	8124.584181
10.12.2018	8420.090968
11.12.2018	8119.354787
12.12.2018	7985.814608
13.12.2018	8130.098071
14.12.2018	7802.583183
15.12.2018	7598.883357
16.12.2018	7597.583542
17.12.2018	7633.569783
18.12.2018	8422.180602
19.12.2018	8858.823248
20.12.2018	8931.576968
21.12.2018	9868.119243
22.12.2018	9446.646827
23.12.2018	9690.662688
24.12.2018	9890.979202
25.12.2018	10268.36612
26.12.2018	9484.603738
27.12.2018	9585.082085
28.12.2018	8907.677913
29.12.2018	9726.786908
30.12.2018	9728.17573
31.12.2018	9651.907881
01.01.2019	9401.674578
02.01.2019	9707.099083
03.01.2019	10069.57668
04.01.2019	9735.195988
05.01.2019	9884.122463
06.01.2019	9833.276351
07.01.2019	10318.21741
08.01.2019	10198.60787
09.01.2019	10204.74677
10.01.2019	10280.70146
11.01.2019	9205.821717
12.01.2019	9136.557934
13.01.2019	9108.736653
14.01.2019	8731.71918
15.01.2019	9247.245035
16.01.2019	8982.009375
17.01.2019	9107.649033
18.01.2019	9149.210868
19.01.2019	9055.223018
20.01.2019	9247.065152
21.01.2019	8911.628594
22.01.2019	8892.60229
23.01.2019	8999.530967
24.01.2019	8948.408964
25.01.2019	8980.575927
26.01.2019	8964.320481
27.01.2019	8967.97257
28.01.2019	8889.918031
29.01.2019	8488.340942
30.01.2019	8427.141896
31.01.2019	8672.283768
01.02.2019	8726.195976
02.02.2019	8785.661176
03.02.2019	8858.248441
04.02.2019	8766.779005
05.02.2019	8784.920991
06.02.2019	8793.127435
07.02.2019	8607.288523
08.02.2019	8612.979153
09.02.2019	9331.149128
10.02.2019	9407.476359
11.02.2019	9464.571812
12.02.2019	9326.06602
13.02.2019	9365.615993
14.02.2019	9288.950522
15.02.2019	9221.470286
16.02.2019	9259.721608
17.02.2019	9312.820816
18.02.2019	9531.346823
19.02.2019	10157.48788
20.02.2019	10231.64758
21.02.2019	10489.34327
22.02.2019	10282.06551
23.02.2019	10419.76865
24.02.2019	10846.13902
25.02.2019	9794.542792
26.02.2019	10031.69096
27.02.2019	9942.999594
28.02.2019	9949.724474
01.03.2019	9948.993565
02.03.2019	9980.02694
03.03.2019	9950.494211
04.03.2019	9895.53097
05.03.2019	9611.843285
06.03.2019	10075.29815
07.03.2019	10117.88343
08.03.2019	10136.68205
09.03.2019	10058.41117
10.03.2019	10291.95744
11.03.2019	10263.97973
12.03.2019	10099.35046
13.03.2019	10177.32239
14.03.2019	10143.67396
15.03.2019	10186.29674
16.03.2019	10365.10845
17.03.2019	10603.62021
18.03.2019	10510.44648
19.03.2019	10518.16491
20.03.2019	10583.17916
21.03.2019	10670.79362
22.03.2019	10476.66685
23.03.2019	10541.63881
24.03.2019	10609.16279
25.03.2019	10558.90173
26.03.2019	10478.84798
27.03.2019	10381.57622
28.03.2019	10708.37849
29.03.2019	10650.43764
30.03.2019	10862.01323
31.03.2019	10851.86011
01.04.2019	10881.37184
02.04.2019	10992.27916
03.04.2019	12891.13607
04.04.2019	13086.99518
05.04.2019	12849.75134
06.04.2019	13302.0045
07.04.2019	13343.78718
08.04.2019	13683.22132
09.04.2019	13834.15546
10.04.2019	13549.16019
11.04.2019	13870.00893
12.04.2019	13029.69487
13.04.2019	13082.55523
14.04.2019	13038.26246
15.04.2019	13285.33415
16.04.2019	13005.74736
17.04.2019	13372.83293
18.04.2019	13398.51861
19.04.2019	13624.44868
20.04.2019	13622.82947
21.04.2019	13646.30023
22.04.2019	13490.48333
23.04.2019	13620.35314
24.04.2019	13805.95348
25.04.2019	13420.76709
26.04.2019	12789.30594
27.04.2019	12990.18406
28.04.2019	12993.82856
29.04.2019	12914.11242
30.04.2019	12697.66845
01.05.2019	13078.71448
02.05.2019	13148.53608
03.05.2019	13341.17923
04.05.2019	13959.22651
05.05.2019	14042.01081
06.05.2019	13938.18693
07.05.2019	13978.60456
08.05.2019	14233.23943
09.05.2019	14345.19815
10.05.2019	14736.91456
11.05.2019	15098.88736
12.05.2019	17372.57519
13.05.2019	16452.65694
14.05.2019	18191.48358
15.05.2019	19150.48537
16.05.2019	20059.18375
17.05.2019	19548.54702
18.05.2019	18195.33575
19.05.2019	17937.70485
20.05.2019	20046.58763
21.05.2019	19490.56665
22.05.2019	19546.03433
23.05.2019	18751.84508
24.05.2019	19155.51477
25.05.2019	19430.51035
26.05.2019	19552.92302
27.05.2019	20926.80014
28.05.2019	21627.6838
29.05.2019	21468.08164
30.05.2019	21296.08324
31.05.2019	20411.03971
01.06.2019	21216.44416
02.06.2019	21006.0375
03.06.2019	21464.35178
04.06.2019	20046.20067
05.06.2019	18833.22632
06.06.2019	19218.15506
07.06.2019	19352.68553
08.06.2019	19797.28438
09.06.2019	19462.16192
10.06.2019	18693.13459
11.06.2019	19535.38162
12.06.2019	19300.31874
13.06.2019	19912.40485
14.06.2019	20064.23114
15.06.2019	21043.52451
16.06.2019	21342.03181
17.06.2019	21801.91548
18.06.2019	22461.91551
19.06.2019	21866.43597
20.06.2019	22264.72131
21.06.2019	22784.03749
22.06.2019	24087.91695
23.06.2019	25544.29664
24.06.2019	25725.58895
25.06.2019	26082.78437
26.06.2019	27490.28948
27.06.2019	29733.37623
28.06.2019	25680.53603
29.06.2019	27994.56919
30.06.2019	27518.49589
01.07.2019	25046.03938
02.07.2019	24707.19579
03.07.2019	24831.27307
04.07.2019	27150.48929
05.07.2019	25536.65617
06.07.2019	25081.42881
07.07.2019	25709.71089
08.07.2019	26133.46473
09.07.2019	27676.26957
10.07.2019	28076.04157
11.07.2019	27057.52619
12.07.2019	25139.58154
13.07.2019	26077.62005
14.07.2019	25232.66094
15.07.2019	22562.26831
16.07.2019	23879.33288
17.07.2019	20920.61043
18.07.2019	21370.30038
19.07.2019	23440.38569
20.07.2019	23110.41859
21.07.2019	23585.12824
22.07.2019	23402.79934
23.07.2019	22771.2515
24.07.2019	21893.20631
25.07.2019	21809.98197
26.07.2019	21945.37934
27.07.2019	21928.82076
28.07.2019	20974.62421
29.07.2019	21242.05403
30.07.2019	21104.58368
31.07.2019	21304.01135
01.08.2019	22332.8373
02.08.2019	22832.58044
03.08.2019	23098.94471
04.08.2019	23611.45404
05.08.2019	23910.33521
06.08.2019	25562.22348
07.08.2019	24800.59045
08.08.2019	25663.18312
09.08.2019	25648.41
10.08.2019	25181.40051
11.08.2019	24271.33536
12.08.2019	24821.94405
13.08.2019	24435.16575
14.08.2019	23580.00978
15.08.2019	21490.98127
16.08.2019	22041.17695
17.08.2019	22060.5337
18.08.2019	21902.40136
19.08.2019	22243.73979
20.08.2019	23385.2162
21.08.2019	22985.3482
22.08.2019	21736.65506
23.08.2019	21846.98356
24.08.2019	22558.72186
25.08.2019	21861.29594
26.08.2019	21687.82671
27.08.2019	22144.30528
28.08.2019	21837.1037
29.08.2019	20822.26561
30.08.2019	20313.09074
31.08.2019	20495.62411
01.09.2019	20574.10355
02.09.2019	20776.02017
03.09.2019	21885.41477
04.09.2019	22523.09015
05.09.2019	22338.72568
06.09.2019	22309.264
07.09.2019	21856.88969
08.09.2019	22213.41378
09.09.2019	22148.43449
10.09.2019	22032.57832
11.09.2019	21645.99546
12.09.2019	21667.97416
13.09.2019	22133.64843
14.09.2019	22067.48849
15.09.2019	22181.36162
16.09.2019	22099.81947
17.09.2019	22139.56206
18.09.2019	22304.40534
19.09.2019	22373.1927
20.09.2019	22588.03674
21.09.2019	22376.27452
22.09.2019	22013.37835
23.09.2019	21990.12407
24.09.2019	21162.77624
25.09.2019	19010.19177
26.09.2019	18423.36034
27.09.2019	17704.69918
28.09.2019	17936.88323
29.09.2019	17996.86945
30.09.2019	17661.43874
01.10.2019	18229.06138
02.10.2019	18393.66722
03.10.2019	18393.66722
04.10.2019	18019.21558
05.10.2019	17969.50322
06.10.2019	17950.61398
07.10.2019	17443.62811
08.10.2019	18187.41752
09.10.2019	18194.793
10.10.2019	19063.3142
11.10.2019	18954.66443
12.10.2019	18278.61698
13.10.2019	18378.05915
14.10.2019	18405.55433
15.10.2019	18580.64416
16.10.2019	18217.89462
17.10.2019	17824.92496
18.10.2019	18063.88698
19.10.2019	17758.03495
20.10.2019	17714.53165
21.10.2019	18258.20704
22.10.2019	18274.46198
23.10.2019	17907.07326
24.10.2019	16671.12049
25.10.2019	16618.19003
26.10.2019	19151.69041
27.10.2019	20170.33809
28.10.2019	20713.05295
29.10.2019	20202.11224
30.10.2019	20718.5179
31.10.2019	20191.24982
01.11.2019	20163.68533
02.11.2019	20280.58784
03.11.2019	20448.62844
04.11.2019	20264.79991
05.11.2019	20653.10211
06.11.2019	20629.75076
07.11.2019	20795.85398
08.11.2019	20453.99907
09.11.2019	19596.59044
10.11.2019	19717.21217
11.11.2019	20178.5651
12.11.2019	19612.08331
13.11.2019	19719.8677
14.11.2019	19710.82299
15.11.2019	19444.05534
16.11.2019	19000.82664
17.11.2019	19075.11051
18.11.2019	19102.28629
19.11.2019	18395.10542
20.11.2019	18177.96469
21.11.2019	18067.4348
22.11.2019	17029.27654
23.11.2019	16218.62832
24.11.2019	16360.91831
25.11.2019	15541.93974
26.11.2019	15817.57288
27.11.2019	15984.77469
28.11.2019	16597.70452
29.11.2019	16498.74473
30.11.2019	17065.10794
01.12.2019	16724.61138
02.12.2019	16447.48134
03.12.2019	16232.58279
04.12.2019	16173.95421
05.12.2019	15999.81737
06.12.2019	16316.86051
07.12.2019	16548.32641
08.12.2019	16538.28454
09.12.2019	16625.9189
10.12.2019	16293.15478
11.12.2019	16054.41974
12.12.2019	15941.03807
13.12.2019	15988.44472
14.12.2019	16067.6481
15.12.2019	15712.99825
16.12.2019	15805.21363
17.12.2019	15214.91009
18.12.2019	14431.20469
19.12.2019	15696.00841
20.12.2019	15449.01664
21.12.2019	15570.93425
22.12.2019	15447.62529
23.12.2019	16081.61515
24.12.2019	15790.38513
25.12.2019	15646.79055
26.12.2019	15525.31719
27.12.2019	15561.76657
28.12.2019	15657.79779
29.12.2019	15836.7973
30.12.2019	16068.72305
31.12.2019	15755.09011
01.01.2020	15625.2821
02.01.2020	15653.41403
03.01.2020	15156.82442
04.01.2020	15938.68651
05.01.2020	16033.6462
06.01.2020	16052.75252
07.01.2020	16995.92756
08.01.2020	17607.18287
09.01.2020	17370.94014
10.01.2020	16945.19887
11.01.2020	17669.46087
12.01.2020	17528.87944
13.01.2020	17868.50334
14.01.2020	17765.65106
15.01.2020	19837.68001
16.01.2020	19795.01805
17.01.2020	19606.8035
18.01.2020	20157.06939
19.01.2020	20040.0131
20.01.2020	19556.85279
21.01.2020	19543.38088
22.01.2020	19761.66851
23.01.2020	19647.60695
24.01.2020	18946.75012
25.01.2020	18988.60781
26.01.2020	18793.03241
27.01.2020	19417.16564
28.01.2020	20034.79534
29.01.2020	20924.95262
30.01.2020	20868.82216
31.01.2020	21493.84213
01.02.2020	21008.22749
02.02.2020	21167.43376
03.02.2020	21213.37273
04.02.2020	21211.12107
05.02.2020	20994.57798
06.02.2020	22111.71604
07.02.2020	22509.80142
08.02.2020	22706.17845
09.02.2020	22954.73592
10.02.2020	23528.31464
11.02.2020	23008.09426
12.02.2020	23818.76313
13.02.2020	24413.75114
14.02.2020	24332.00727
15.02.2020	24730.34362
16.02.2020	23475.7657
17.02.2020	23432.5987
18.02.2020	22989.91216
19.02.2020	24082.76909
20.02.2020	22724.86069
21.02.2020	22560.88097
22.02.2020	22862.63151
23.02.2020	22729.27396
24.02.2020	23514.92206
25.02.2020	22725.87618
26.02.2020	21880.7833
27.02.2020	20433.79585
28.02.2020	20421.59318
29.02.2020	20308.66294
01.03.2020	19865.68641
02.03.2020	19853.4716
03.03.2020	20728.5561
04.03.2020	20360.02532
05.03.2020	20337.48913
06.03.2020	20937.81008
07.03.2020	21342.07762
08.03.2020	20789.2317
09.03.2020	18599.77706
10.03.2020	18369.94349
11.03.2020	18376.48017
12.03.2020	18331.67699
13.03.2020	11728.08757
14.03.2020	12922.96287
15.03.2020	12157.32254
16.03.2020	12576.09588
17.03.2020	11694.82496
18.03.2020	12437.37981
19.03.2020	12423.79446
20.03.2020	14228.84858
21.03.2020	14159.08637
22.03.2020	14106.27739
23.03.2020	13424.3825
24.03.2020	14713.17162
25.03.2020	15287.80465
26.03.2020	15177.60578
27.03.2020	15397.59951
28.03.2020	14669.04767
29.03.2020	14353.98232
30.03.2020	13664.75571
31.03.2020	14653.42209
01.04.2020	14720.70576
02.04.2020	15068.79882
03.04.2020	15740.7094
04.04.2020	15611.30882
05.04.2020	15886.62554
06.04.2020	15727.76073
07.04.2020	17048.913
08.04.2020	16811.51859
09.04.2020	17145.29409
10.04.2020	17087.76743
11.04.2020	16081.49692
12.04.2020	16115.66114
13.04.2020	16217.71045
14.04.2020	16098.23761
15.04.2020	16070.58002
16.04.2020	15555.44913
17.04.2020	16612.87937
18.04.2020	16549.78884
19.04.2020	17154.51604
20.04.2020	16831.06691
21.04.2020	16189.01041
22.04.2020	16159.88318
23.04.2020	16819.57822
24.04.2020	17426.67522
25.04.2020	17649.16402
26.04.2020	17739.78185
27.04.2020	18173.11565
28.04.2020	18331.33018
29.04.2020	18379.32612
30.04.2020	20455.83226
01.05.2020	23035.36055
02.05.2020	23587.03495
03.05.2020	23936.45833
04.05.2020	23659.66543
05.05.2020	23486.35166
06.05.2020	23802.92335
07.05.2020	24043.9805
08.05.2020	25849.15001
09.05.2020	25572.68017
10.05.2020	25070.88468
11.05.2020	23356.47726
12.05.2020	22621.83941
13.05.2020	23097.69597
14.05.2020	23139.02868
15.05.2020	25171.133
16.05.2020	24214.63929
17.05.2020	24420.64801
18.05.2020	25035.05114
19.05.2020	25297.36457
20.05.2020	25312.9775
21.05.2020	24563.72433
22.05.2020	23883.45399
23.05.2020	24069.22298
24.05.2020	24048.31637
25.05.2020	23213.52094
26.05.2020	23475.55008
27.05.2020	23318.61384
28.05.2020	25033.19564
29.05.2020	25044.96649
30.05.2020	24811.28892
31.05.2020	25721.45494
01.06.2020	25072.12628
02.06.2020	26775.3524
03.06.2020	25368.51942
04.06.2020	25671.3785
05.06.2020	25952.39453
06.06.2020	25640.29816
07.06.2020	25710.71079
08.06.2020	25863.89712
09.06.2020	25985.23015
10.06.2020	25919.0789
11.06.2020	26197.68949
12.06.2020	24733.58061
13.06.2020	25136.9996
14.06.2020	25164.70403
15.06.2020	24816.96625
16.06.2020	24970.56441
17.06.2020	25182.73538
18.06.2020	25099.0682
19.06.2020	24913.22842
20.06.2020	24640.99065
21.06.2020	24780.66539
22.06.2020	24610.80345
23.06.2020	25645.31148
24.06.2020	25539.46794
25.06.2020	24784.62766
26.06.2020	24630.40229
27.06.2020	24403.6096
28.06.2020	23896.68937
29.06.2020	24202.21389
30.06.2020	24350.47626
01.07.2020	24220.39339
02.07.2020	24508.3234
03.07.2020	24154.39545
04.07.2020	24103.94133
05.07.2020	24318.1552
06.07.2020	24195.41111
07.07.2020	25155.1159
08.07.2020	24952.51501
09.07.2020	25623.96643
10.07.2020	25104.66015
11.07.2020	25155.47916
12.07.2020	25073.35001
13.07.2020	25277.19754
14.07.2020	25115.92085
15.07.2020	25198.8565
16.07.2020	25089.84497
17.07.2020	24810.47445
18.07.2020	24800.59361
19.07.2020	24891.4256
20.07.2020	25043.10469
21.07.2020	24812.60694
22.07.2020	25469.96328
23.07.2020	26039.9511
24.07.2020	26376.97178
25.07.2020	26269.1483
26.07.2020	27121.97275
27.07.2020	27674.46535
28.07.2020	30032.19632

	
	
	
